u_id,f_id,score,actual name,result name,fuzzywuzzy ratio
100,/m/02l8j1,509.065796,Clarkson University,Clarkson University,100
101,/m/02mj7c,903.115417,DePaul University,DePaul University,100
102,/m/0225bv,1111.665771,University of Louisville,University of Louisville,100
103,/m/02hp70,991.812012,University of New Hampshire,University of New Hampshire,100
104,/m/09s5q8,1692.553101,University of South Florida,University of South Florida,100
105,/m/05x_5,1562.539429,Purdue University--West Lafayette,Purdue University,100
107,/m/039d4,892.551453,George Mason University,George Mason University,100
108,/m/02bjhv,671.984497,University of Dayton,University of Dayton,100
109,/m/07vhb,1766.586914,University of California--Santa Cruz,"University of California, Santa Cruz",94
110,/m/03jc1t,850.844482,University of Alabama--Huntsville,University of Alabama in Huntsville,87
111,/m/01pl14,1080.698242,Louisiana State University--Baton Rouge,Louisiana State University,100
112,/m/02cttt,664.906311,SUNY Buffalo State,"University at Buffalo, The State University of New York",72
113,/m/0391l4,679.270325,Florida Institute of Technology,Florida Institute of Technology,100
114,/m/0146hc,1124.697754,University of Central Florida,University of Central Florida,100
115,/m/078bz,1180.078857,Syracuse University,Syracuse University,100
116,/m/0jkhr,1017.479187,North Carolina State University--Raleigh,North Carolina State University,100
117,/m/0221g_,882.870239,Texas Christian University,Texas Christian University,100
118,/m/01qrb2,1736.904907,Indiana University--Bloomington,Indiana University Bloomington,93
119,/m/0c5x_,1429.990845,University of California--Irvine,"University of California, Irvine",93
120,/m/07ccs,1694.220825,Texas A&M University--College Station,Texas A&M University,100
122,/m/02l8qv,446.420624,SUNY College of Environmental Science and Forestry,State University of New York College of Environmental Science and Forestry,94
123,/m/01qgr3,1476.366211,The University of Tennessee,University of Tennessee,100
124,/m/07vht,1664.348145,University of California--Davis,"University of California, Davis",93
125,/m/01swxv,919.700989,University of Delaware,University of Delaware,100
126,/m/02zg12,530.73584,Samford University,Samford University,100
127,/m/033x5p,906.3125,University of the Pacific,University of the Pacific,100
128,/m/016vf7,1565.542847,University of Missouri--Kansas City,University of Missouri–Kansas City,91
129,/m/01ky7c,1386.244629,University of Massachusetts--Amherst,University of Massachusetts Amherst,94
130,/m/01vs5c,566.039795,University of Oklahoma Norman Campus,University of Oklahoma,100
131,/m/01r3y2,687.080933,Miami University--Oxford,Miami University,100
132,/m/02tcv_,600.505737,St. Thomas University,University of St. Thomas,64
133,/m/02mzg9,918.37146,University of Denver,University of Denver,100
134,/m/01l8t8,973.604248,Stony Brook University--SUNY,State University of New York at Stony Brook,56
135,/m/020ym6,1370.344849,University of Maryland--Baltimore County,University of Maryland Baltimore County,94
136,/m/01f1r4,2219.963379,University of California--Santa Barbara,"University of California, Santa Barbara",94
137,/m/02607j,602.81665,Hofstra University,Hofstra University,100
138,/m/0ks67,1390.88501,"Rutgers, the State University of New Jersey--New Brunswick",Rutgers University,72
139,/m/0187nd,1436.909302,University of Missouri,University of Missouri–Columbia,100
140,/m/01qd_r,1948.024536,University of Colorado--Boulder,University of Colorado Boulder,93
141,/m/02mt2n,1002.518188,University of Texas--Dallas,University of Texas at Dallas,85
142,/m/037fqp,601.086182,Marquette University,Marquette University,100
143,/m/01q7q2,1139.993652,University of Vermont,University of Vermont,100
144,/m/0b1xl,1060.224243,Loyola University Chicago,Loyola University Chicago,100
145,/m/01tx9m,860.279846,Baylor University,Baylor University,100
146,/m/03tw2s,1729.185547,University of South Carolina,University of South Carolina,100
147,/m/01p5xy,535.227295,Clark University,Clark University,100
148,/m/03v6t,1386.981689,Iowa State University,Iowa State University,100
149,/m/029d_,615.645874,Drexel University,Drexel University,100
150,/m/0cfv1,688.722717,Michigan Technological University,Michigan Technological University,100
152,/m/01j_9c,1436.260864,University of Iowa,University of Iowa,100
153,/m/01jswq,871.77655,Virginia Tech,Virginia Polytechnic Institute and State University,69
154,/m/04hgpt,2032.250977,Pennsylvania State University--University Park,Pennsylvania State University,100
155,/m/07t90,689.46991,University of Washington-Seattle Campus,University of Washington,100
156,/m/01jq0j,1572.436646,Florida State University,Florida State University,100
157,/m/02rky4,809.723999,University of San Diego,University of San Diego,100
158,/m/0hpv3,775.959778,Yeshiva University,Yeshiva University,100
159,/m/01jsn5,1339.515869,University of Connecticut,University of Connecticut,100
160,/m/012vwb,731.527649,Clemson University,Clemson University,100
161,/m/07w0v,2173.444092,University of Texas--Austin,University of Texas at Austin,85
162,/m/05krk,980.141479,Ohio State University-Main Campus,Ohio State University,100
163,/m/026vcc,733.224304,Pepperdine University,Pepperdine University,100
164,/m/02183k,1436.210815,University of Georgia,University of Georgia,100
165,/m/0187m6,810.516479,St. Louis University,University of Missouri–St. Louis,50
166,/m/025v3k,2416.181885,University of Minnesota--Twin Cities,University of Minnesota,100
167,/m/027kp3,739.413635,Fordham University,Fordham University,100
168,/m/01qqv5,705.862122,Stevens Institute of Technology,Stevens Institute of Technology,100
169,/m/02fgdx,1091.240112,Southern Methodist University,Southern Methodist University,100
170,/m/0l2tk,443.118134,Brigham Young University--Provo,Brigham Young University,100
171,/m/0jpn8,920.633911,Illinois Institute of Technology,Illinois Institute of Technology,100
172,/m/07vjm,2426.835205,University of California--San Diego,"University of California, San Diego",94
173,/m/0j_sncb,1374.592041,University of Florida,University of Florida,100
174,/m/01y1ps,730.757507,Colorado School of Mines,Colorado School of Mines,100
175,/m/07w3r,677.046753,University of Tulsa,University of Tulsa,100
176,/m/01jssp,1122.118042,University of Pittsburgh,University of Pittsburgh,100
177,/m/0lyjf,1387.242798,University of Miami,University of Miami,100
178,/m/0187n1,820.35083,Missouri University of Science & Technology,Missouri University of Science and Technology,93
179,/m/01p896,628.83313,Binghamton University--SUNY,Binghamton University,100
180,/m/0kw4j,1054.410522,American University,American University,100
181,/m/0gl5_,1310.927368,Boston University,Boston University,100
182,/m/01yx1b,2665.103271,University of Wisconsin--Madison,University of Wisconsin-Madison,96
183,/m/0225v9,866.786682,Northeastern University,Northeastern University,100
184,/m/09f2j,4291.790039,University of California--Los Angeles,"University of California, Los Angeles",94
185,/m/01nnsv,1798.674805,George Washington University,George Washington University,100
186,/m/049d1s,481.257355,Biola University,Biola University,100
187,/m/0bx8pn,3239.990723,University of North Carolina--Chapel Hill,University of North Carolina at Chapel Hill,90
188,/m/01jq34,2610.085693,University of Maryland--College Park,"University of Maryland, College Park",94
189,/m/0bthb,688.043335,Lehigh University,Lehigh University,100
190,/m/07vfj,1056.311035,University of Rochester,University of Rochester,100
191,/m/0f1nl,796.153137,Georgia Institute of Technology-Main Campus,Georgia Institute of Technology,100
192,/m/0220q6,3339.425537,University of Illinois--Urbana-Champaign,University of Illinois at Urbana-Champaign,90
193,/m/01hjy5,1221.531494,Case Western Reserve University,Case Western Reserve University,100
194,/m/02zd460,3037.355713,University of California--Berkeley,"University of California, Berkeley",94
195,/m/0bwfn,2185.696045,New York University,New York University,100
197,/m/01bk1y,1131.242554,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,100
198,/m/0g8rj,736.319092,University of Virginia-Main Campus,University of Virginia,100
199,/m/07szy,3366.955566,University of Michigan--Ann Arbor,University of Michigan,100
200,/m/017v3q,1613.696411,College of William and Mary,College of William and Mary,100
201,/m/01jsk6,1165.320312,Boston College,Boston College,100
202,/m/065y4w7,2310.07373,University of Southern California,University of Southern California,100
203,/m/0kz2w,622.995056,Brandeis University,Brandeis University,100
204,/m/0cwx_,1137.698853,Carnegie Mellon University,Carnegie Mellon University,100
205,/m/09kvv,1705.61377,Johns Hopkins University,Johns Hopkins University,100
206,/m/01w3v,1514.282104,Cornell University,Cornell University,100
207,/m/0pspl,1327.660645,Georgetown University,Georgetown University,100
208,/m/0bqxw,745.428711,Emory University,Emory University,100
209,/m/06fq2,848.439148,Rice University,Rice University,100
210,/m/012mzw,1822.281982,University of Notre Dame,University of Notre Dame,100
211,/m/01pq4w,744.479736,Vanderbilt University,Vanderbilt University,100
212,/m/01bm_,1102.259399,Brown University,Brown University,100
213,/m/0dzst,1321.403198,Duke University,Duke University,100
214,/m/06pwq,2267.498047,Stanford University,Stanford University,100
215,/m/07tds,1719.868164,University of Pennsylvania,University of Pennsylvania,100
216,/m/017j69,1186.920288,Northwestern University,Northwestern University,100
217,/m/02bqy,703.726562,Dartmouth College,Dartmouth College,100
218,/m/0lfgr,765.691162,Tufts University,Tufts University,100
219,/m/04rwx,2663.137207,Massachusetts Institute of Technology,Massachusetts Institute of Technology,100
220,/m/01w5m,2421.375732,Columbia University,Columbia University,100
221,/m/0g2jl,2112.128662,Washington University in St. Louis,Washington University in St. Louis,100
222,/m/07wrz,1638.553589,University of Chicago,University of Chicago,100
223,/m/03ksy,1979.408447,Harvard University,Harvard University,100
224,/m/05zl0,1508.709961,Princeton University,Princeton University,100
225,/m/08815,1707.66333,Yale University,Yale University,100
226,/m/02sjgpq,1796.599487,California Institute of Technology,California Institute of Technology,100
227,/m/02s62q,1111.722412,Rhode Island School of Design,Rhode Island School of Design,100
228,/m/03lcv,641.547363,Harvey Mudd College,Harvey Mudd College,100
229,/m/017_3h,521.141052,Babson College,Babson College,100
230,/m/086xm,621.443176,Williams College,Williams College,100
231,/m/01q8hj,756.602173,Colgate University,Colgate University,100
232,/m/01n4w_,782.190857,Washington and Lee University,Washington and Lee University,100
233,/m/012fvq,680.517273,Swarthmore College,Swarthmore College,100
234,/m/036__q,713.670044,Loyola University Maryland,Loyola University Maryland,100
235,/m/0gdm1,631.214844,Amherst College,Amherst College,100
236,/m/01p7x7,1220.217163,Cooper Union,Cooper Union,100
237,/m/0qlnr,565.266113,Bucknell University,Bucknell University,100
238,/m/03hdz8,663.178101,Claremont McKenna College,Claremont McKenna College,100
239,/m/0f1nl,1415.086792,Georgia Institute of Technology,Georgia Institute of Technology,100
240,/m/0k9wp,1762.369141,United States Air Force Academy,United States Air Force Academy,100
241,/m/02pdhz,560.066833,Davidson College,Davidson College,100
242,/m/01ymvk,855.160034,Virginia Military Institute,Virginia Military Institute,100
243,/m/0gm4v,893.124512,Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,100
244,/m/04gg2j,865.178467,South Dakota School of Mines and Technology,South Dakota School of Mines and Technology,100
245,/m/016wyn,544.615601,Haverford College,Haverford College,100
246,/m/027ybp,3171.558594,California Polytechnic State University--San Luis Obispo,California Polytechnic State University,100
247,/m/015y3j,664.387939,Dickinson College,Dickinson College,100
249,/m/01k2wn,639.276001,Wesleyan University,Wesleyan University,100
250,/m/02rg_4,558.227234,Lafayette College,Lafayette College,100
251,/m/0172jm,546.422424,Colby College,Colby College,100
252,/m/019c57,544.903809,Kenyon College,Kenyon College,100
253,/m/01dq5z,665.192749,Carleton College,Carleton College,100
254,/m/0418d0,703.512207,Hampden-Sydney College,Hampden-Sydney College,100
255,/m/02gnh0,1338.773804,California State Polytechnic University--Pomona,"California State Polytechnic University, Pomona",95
256,/m/07ccs,1694.220825,Texas A&M University--College Station,Texas A&M University,100
257,/m/02h30z,651.92218,Fairfield University,Fairfield University,100
258,/m/02hft3,520.317932,Gettysburg College,Gettysburg College,100
259,/m/01c333,593.213684,Bowdoin College,Bowdoin College,100
260,/m/07w0v,2173.444092,University of Texas--Austin,University of Texas at Austin,85
261,/m/05q2c,551.523193,Occidental College,Occidental College,100
262,/m/02gkxp,692.628235,Middlebury College,Middlebury College,100
263,/m/07t90,1809.896484,University of Washington,University of Washington,100
264,/m/01j_5k,684.21582,Villanova University,Villanova University,100
265,/m/021996,1281.887695,San Jose State University,San José State University,92
266,/m/016w7b,516.092773,Macalester College,Macalester College,100
267,/m/0g8rj,1503.319702,University of Virginia,University of Virginia,100
268,/m/01fy81,418.407867,Kettering University,Kettering University,100
269,/m/03k7dn,502.602051,Denison University,Denison University,100
270,/m/01r3w7,891.072815,Fairleigh Dickinson University,Fairleigh Dickinson University,100
271,/m/0ks67,1390.88501,"Rutgers, the State University of New Jersey--New Brunswick",Rutgers University,72
272,/m/05qqf4,571.485413,Milwaukee School of Engineering,Milwaukee School of Engineering,100
273,/m/017v71,577.796143,Wellesley College,Wellesley College,100
274,/m/03bnd9,593.089355,Butler University,Butler University,100
276,/m/01qd_r,1948.024536,University of Colorado--Boulder,University of Colorado Boulder,93
277,/m/01jq34,1557.80127,University of Maryland,"University of Maryland, College Park",100
278,/m/01d4ry,639.077148,Seattle Pacific University,Seattle Pacific University,100
279,/m/011xy1,1431.29126,Trinity College,"Trinity College, Dublin",100
280,/m/01x3x1,1168.703125,Embry-Riddle Aeronautical University,Embry-Riddle Aeronautical University,100
281,/m/028fb0,622.145874,Grove City College,Grove City College,100
282,/m/03tp8v,567.397583,Oregon Institute of Technology,Oregon Institute of Technology,100
284,/m/020ym6,953.677979,University of Maryland--Baltimore,University of Maryland Baltimore County,93
285,/m/018t8f,689.924133,Colorado College,Colorado College,100
286,/m/01b1mj,534.213928,Gonzaga University,Gonzaga University,100
287,/m/01y20v,398.99472,"Wheaton College - Wheaton, IL",Wheaton College,100
288,/m/02km0m,640.054382,Trinity University,Trinity University,100
289,/m/01jszm,618.289062,Providence College,Providence College,100
290,/m/0533q6,622.672607,Ohio Northern University,Ohio Northern University,100
291,/m/01rkgb,496.32193,Whitman College,Whitman College,100
292,/m/01ljpm,636.483276,Vassar College,Vassar College,100
293,/m/022xml,549.044312,Furman University,Furman University,100
294,/m/02vlcx6,467.701691,Miami University Hamilton,Miami University Hamilton,100
295,/m/04tgb,445.141998,Millsaps College,Millsaps College,100
296,/m/019n9w,547.6698,Pomona College,Pomona College,100
297,/m/01wdj_,1002.10437,Auburn University,Auburn University,100
298,/m/02897w,506.391083,Willamette University,Willamette University,100
299,/m/01vcs0,451.025269,Hendrix College,Hendrix College,100
300,/m/01p896,628.83313,Binghamton University--SUNY,Binghamton University,100
301,/m/06bw5,564.203186,Reed College,Reed College,100
302,/m/017y6l,657.216675,DePauw University,DePauw University,100
303,/m/02yr1q,694.071777,Drake University,Drake University,100
304,/m/01h1m8,645.258667,Pacific Lutheran University,Pacific Lutheran University,100
305,/m/01pl14,1080.698242,Louisiana State University--Baton Rouge,Louisiana State University,100
306,/m/04_c85,444.757507,Presbyterian College,Presbyterian College,100
307,/m/057wlm,485.090424,The Citadel,The Citadel,100
308,/m/03hpkp,867.242615,University of Richmond,University of Richmond,100
309,/m/021w0_,2249.848389,California State University--Long Beach,"California State University, Long Beach",94
310,/m/025rcc,555.798401,University of Portland,University of Portland,100
311,/m/05mv4,762.465759,Oberlin College,Oberlin College,100
312,/m/0ks67,1126.876099,"Rutgers, the State University of New Jersey--Newark",Rutgers University,72
313,/m/02zcnq,1433.6875,California State University--Sacramento,"California State University, Sacramento",94
314,/m/0438f,782.611877,James Madison University,James Madison University,100
315,/m/02p9xn,765.931519,Montana Tech of the University of Montana,Montana Tech of The University of Montana,97
316,/m/01ztq_,1559.865234,California State University--Chico,"California State University, Chico",94
317,/m/01trj2,636.423096,University of Mary Washington,University of Mary Washington,100
318,/m/045hc2,676.170105,Gustavus Adolphus College,Gustavus Adolphus College,100
319,/m/01vs5c,1517.546265,University of Oklahoma,University of Oklahoma,100
320,/m/02k0pn,1153.195557,California State University--East Bay,"California State University, East Bay",94
321,/m/0jkhr,1847.774048,North Carolina State University,North Carolina State University,100
322,/m/03lpld,458.042206,Ursinus College,Ursinus College,100
323,/m/0160nk,943.550903,Tulane University,Tulane University,100
324,/m/02dq8f,943.033447,University at Albany--SUNY,"University at Albany, The State University of New York",76
325,/m/03y5ky,560.707397,Valparaiso University,Valparaiso University,100
326,/m/046lcl,493.308319,Muhlenberg College,Muhlenberg College,100
327,/m/01rc6f,1170.365112,University of Arkansas,University of Arkansas,100
328,/m/04cnng,702.66333,Randolph-Macon College,Randolph-Macon College,100
329,/m/02hp6b,562.345947,Quinnipiac University,Quinnipiac University,100
330,/m/05mxkp,483.586609,Bryant University,Bryant University,100
331,/m/01rgn3,507.225891,Connecticut College,Connecticut College,100
332,/m/08815,754.605225,University of New Haven,Yale University,66
333,/m/01r46p,509.231537,Monmouth University,Monmouth University,100
334,/m/06blg9,481.181488,St. Anselm College,Saint Anselm College,91
335,/m/0321m8,956.562256,University of Colorado--Denver,University of Colorado at Denver,86
336,/m/01cf5,696.225586,Barnard College,Barnard College,100
337,/m/01848s,715.879456,Western Washington University,Western Washington University,100
338,/m/01qgr3,1560.358521,University of Tennessee,University of Tennessee,100
339,/m/03fgm,551.862366,Grinnell College,Grinnell College,100
340,/m/02rv1w,1771.812012,California State University--Fullerton,"California State University, Fullerton",94
341,/m/0k__z,1694.472046,California State University--Northridge,"California State University, Northridge",94
342,/m/01r4c_,618.805542,Rider University,Rider University,100
343,/m/02h7qr,569.763611,Towson University,Towson University,100
344,/m/02l424,731.670959,Xavier University,Xavier University,100
345,/m/02k0gt,482.959229,Rhodes College,Rhodes College,100
346,/m/0bx8pn,3239.990723,University of North Carolina--Chapel Hill,University of North Carolina at Chapel Hill,90
347,/m/02dqw8,504.312958,Allegheny College,Allegheny College,100
348,/m/03xp2d,470.801605,Wofford College,Wofford College,100
349,/m/02dg2q,459.638672,Albion College,Albion College,100
350,/m/06jk5_,602.887451,Norwich University,Norwich University,100
351,/m/05krk,750.41687,Ohio State University--Columbus,Ohio State University,100
352,/m/05zl0,1764.716797,College of New Jersey,Princeton University,35
353,/m/03jc1t,850.844482,University of Alabama--Huntsville,University of Alabama in Huntsville,87
354,/m/0trv,1745.980103,Arizona State University,Arizona State University,100
356,/m/07t90,678.548035,Seattle University,University of Washington,55
357,/m/01b_hz,826.168884,University of New England,University of New England,100
358,/m/0187nd,1436.909302,University of Missouri,University of Missouri–Columbia,100
359,/m/01r490,464.622009,Ramapo College of New Jersey,Ramapo College,100
360,/m/031vm7,865.150208,University of Colorado--Colorado Springs,University of Colorado at Colorado Springs,90
361,/m/019dwp,1648.744019,West Virginia University,West Virginia University,100
362,/m/02hdln,656.249817,Sacred Heart University,Sacred Heart University,100
363,/m/0271vt,608.130554,William Jewell College,William Jewell College,100
364,/m/02kbtf,679.415527,Hamilton College,Hamilton College,100
365,/m/03l6bs,486.544098,Beloit College,Beloit College,100
366,/m/013807,1146.339355,San Francisco State University,San Francisco State University,100
367,/m/02tcv_,600.505737,St. Thomas University,University of St. Thomas,64
368,/m/01qwb5,542.470459,Tuskegee University,Tuskegee University,100
369,/m/02grjf,496.018921,Calvin College,Calvin College,100
370,/m/02x9g_,1462.116089,"Montana State University, Bozeman",Montana State University - Bozeman,93
371,/m/02pptm,1770.89978,California State University--Fresno,"California State University, Fresno",94
372,/m/039ccc,407.040924,Central College,Central College,100
373,/m/021_r8,693.616516,University of Puget Sound,University of Puget Sound,100
374,/m/01gc1n,1357.36438,California State University--San Bernardino,"California State University, San Bernardino",95
375,/m/0148s7,433.879028,Ripon College,Ripon College,100
376,/m/01pdgp,706.056396,St. Olaf College,St. Olaf College,100
377,/m/035f9h,607.336609,Xavier University of Louisiana,Xavier University of Louisiana,100
378,/m/01r3vh,520.616516,Drew University,Drew University,100
379,/m/03cz83,487.355225,Knox College,"Knox College, Illinois",100
380,/m/039swv,468.730042,McDaniel College,McDaniel College,100
381,/m/01xysf,931.557617,North Dakota State University,North Dakota State University,100
382,/m/02p29q,536.099548,University of Dallas,University of Dallas,100
383,/m/02jztz,1422.675049,New Mexico State University,New Mexico State University,100
384,/m/01q_z_,689.145386,William Paterson University of New Jersey,William Paterson University,100
385,/m/01r45j,519.226807,Kean University,Kean University,100
386,/m/027b43,766.858276,University of North Dakota,University of North Dakota,100
387,/m/01ytlh,463.064087,Rockhurst University,Rockhurst University,100
388,/m/02hdt4,946.765015,Central Connecticut State University,Central Connecticut State University,100
389,/m/037p46,483.7966,Regis University,Regis University,100
390,/m/06xp1z,588.569885,Salve Regina University,Salve Regina University,100
391,/m/02rmk7,447.32666,Austin College,Austin College,100
392,/m/02hjcq,736.657471,Eastern Connecticut State University,Eastern Connecticut State University,100
393,/m/02m8rk,322.931671,"Westminster College - Salt Lake City, UT","Westminster College, Salt Lake City",94
394,/m/02szcs,458.357147,Cornell College,Cornell College,100
395,/m/03h_qt,532.365112,Rowan University,Rowan University,100
396,/m/02qytn,541.54895,Washington College,Washington College,100
397,/m/01g4c1,480.118805,College of St. Benedict,College of Saint Benedict,86
398,/m/02gnmp,1691.941406,California State University--Los Angeles,"California State University, Los Angeles",95
399,/m/02482c,1436.953369,University of New Mexico,University of New Mexico,100
400,/m/01ft27,481.168182,Lipscomb University,Lipscomb University,100
401,/m/02gtf_,515.322144,SUNY--New Paltz,State University of New York at New Paltz,60
402,/m/0c0lfs,548.99292,Colorado Christian University,Colorado Christian University,100
403,/m/02x9cv,1111.946533,University of Montana,University of Montana - Missoula,100
404,/m/023541,488.783569,Bellarmine University,Bellarmine University,100
405,/m/02hdrq,850.857117,Southern Connecticut State University,Southern Connecticut State University,100
406,/m/04_zf1,619.451355,Birmingham-Southern College,Birmingham-Southern College,100
407,/m/0187m6,810.516479,St. Louis University,University of Missouri–St. Louis,50
408,/m/0kf7h,866.259216,South Dakota State University,South Dakota State University,100
409,/m/038czx,506.77774,Transylvania University,Transylvania University,100
410,/m/014m86,494.71347,Salisbury University,Salisbury University,100
411,/m/02hsfj,738.213074,University of South Alabama,University of South Alabama,100
412,/m/01_r9k,537.13916,Morehouse College,Morehouse College,100
413,/m/08slqd,187.225876,Rivier University,Rivier College,57
414,/m/035ktt,858.673218,University of New Orleans,University of New Orleans,100
415,/m/01vs3p,1325.559204,University of Nebraska--Lincoln,University of Nebraska–Lincoln,90
416,/m/02brtj,641.31311,Illinois Wesleyan University,Illinois Wesleyan University,100
417,/m/0hd7j,1133.143799,University of Mississippi,University of Mississippi,100
418,/m/039l1r,715.700745,Sewanee--University of the South,"Sewanee, The University of the South",81
419,/m/02zccd,908.583923,University of Louisiana--Lafayette,University of Louisiana at Lafayette,88
420,/m/02m6__,306.884033,SUNY--Plattsburgh,State University of New York at Plattsburgh,64
421,/m/02lvvt,338.0354,SUNY--Oswego,State University of New York at Oswego,50
422,/m/0fcps,468.042633,Kalamazoo College,Kalamazoo College,100
423,/m/022fj_,966.222046,Florida International University,Florida International University,100
424,/m/02hkrz,658.4953,Delaware State University,Delaware State University,100
425,/m/02qdk1,160.109818,"Bethel University - St. Paul, MN",Bethel University,100
426,/m/03cxzh,462.948944,University of Evansville,University of Evansville,100
427,/m/023zxl,685.702271,Idaho State University,Idaho State University,100
428,/m/030_7d,518.589905,Webster University,Webster University,100
429,/m/033w8f,1117.782227,California State University--Dominguez Hills,"California State University, Dominguez Hills",95
430,/m/01r49t,959.837097,Richard Stockton College of New Jersey,Richard Stockton College of New Jersey,100
431,/m/021x6t,964.259766,California State University--San Marcos,"California State University, San Marcos",94
432,/m/030klw,940.914734,Concordia College--Moorhead,"Concordia College, Moorhead",92
433,/m/030w19,491.015259,College of Wooster,The College of Wooster,100
434,/m/0cbg_1,846.246521,Southern New Hampshire University,Southern New Hampshire University,100
435,/m/02k5ct,353.40802,SUNY--Geneseo,State University of New York at Geneseo,53
436,/m/03hdnd,671.184021,University of North Florida,University of North Florida,100
437,/m/0g3crz,432.802612,Coe College,Coe College,100
438,/m/027ydt,692.852356,Eastern Kentucky University,Eastern Kentucky University,100
439,/m/01r47h,728.347839,Montclair State University,Montclair State University,100
440,/m/02c6zl,474.040863,Linfield College,Linfield College,100
441,/m/05jm__,898.171936,Colorado State University--Pueblo,Colorado State University - Pueblo,93
442,/m/01_j57,660.676819,Truman State University,Truman State University,100
443,/m/037q2p,856.328613,University of Detroit Mercy,University of Detroit Mercy,100
444,/m/0lwyk,767.160278,Boise State University,Boise State University,100
445,/m/033wbb,868.610901,California State University--Stanislaus,"California State University, Stanislaus",94
446,/m/045cnw,506.91449,Centenary College,Centenary College of Louisiana,100
447,/m/02rl14,628.695374,Southern Oregon University,Southern Oregon University,100
448,/m/01b_8n,755.259094,Humboldt State University,Humboldt State University,100
449,/m/079rtz,419.075531,Western State Colorado University,Western State College of Colorado,66
450,/m/054tfy,338.559296,Franklin Pierce University,Franklin Pierce College,73
451,/m/035dnq,504.156433,Hamline University,Hamline University,100
452,/m/02sn03,686.52356,College of Charleston,College of Charleston,100
453,/m/034rrk,476.436462,Luther College,Luther College,100
454,/m/02m979,293.447968,SUNY College--Oneonta,State University of New York at Oneonta,50
455,/m/01bm_,654.635681,Rhode Island College,Brown University,18
456,/m/01qdhx,561.630493,Belmont University,Belmont University,100
457,/m/0325dj,525.216003,Troy University,Troy University,100
458,/m/04bnrc,799.156372,Maryland Institute College of Art,Maryland Institute College of Art,100
459,/m/029ffd,398.479736,Dordt College,Dordt College,100
460,/m/03ct0t,467.720703,Berry College,Berry College,100
461,/m/047gcj,592.194397,Keene State College,Keene State College,100
462,/m/0clvs5s,342.821045,SUNY College--Cortland,SUNY College at Cortland,81
463,/m/03lsxw,471.480499,Taylor University,Taylor University,100
464,/m/02t4yc,761.790833,Western Kentucky University,Western Kentucky University,100
465,/m/0lk9j,763.240417,Western Connecticut State University,Western Connecticut State University,100
466,/m/04ymwf,701.573608,High Point University,High Point University,100
467,/m/05smk0,451.049591,Maryville University of St. Louis,Maryville University,100
468,/m/0p_88,601.044312,Fort Lewis College,Fort Lewis College,100
469,/m/02cvcd,1148.731323,Loyola University New Orleans,Loyola University New Orleans,100
470,/m/04m7y7,424.230957,Graceland University,Graceland University,100
471,/m/01_lm9,480.579865,Hope College,Hope College,100
472,/m/02fs_d,952.26886,University of Louisiana--Monroe,University of Louisiana at Monroe,87
473,/m/05sh1q,588.788574,Plymouth State University,Plymouth State University,100
474,/m/033w7d,890.032532,California State University--Bakersfield,"California State University, Bakersfield",95
475,/m/03_vd1,584.517944,John Brown University,John Brown University,100
476,/m/050vch,593.784241,Saint Joseph's College of Maine,Saint Joseph's College of Maine,100
477,/m/02k58k,153.716476,College at Brockport--SUNY,State University of New York at Brockport,60
478,/m/03fpc4,215.323807,Husson University,Husson College,57
479,/m/05206m,624.970337,Indiana Wesleyan University,Indiana Wesleyan University,100
480,/m/02q253,582.701477,Marshall University,Marshall University,100
481,/m/05d4w3,642.246582,Johnson & Wales University,Johnson & Wales University,100
482,/m/062syj,416.837311,Southwestern College,Southwestern College,100
483,/m/02zy1z,476.409485,Earlham College,Earlham College,100
484,/m/0386jx,637.834106,University of West Florida,University of West Florida,100
485,/m/03wy83,605.814026,Western Oregon University,Western Oregon University,100
486,/m/02ss0n,672.307251,Virginia State University,Virginia State University,100
487,/m/0644g0,575.921936,Charleston Southern University,Charleston Southern University,100
488,/m/01qv9m,719.003601,Arkansas State University,Arkansas State University,100
489,/m/01p9s3,952.633606,Grand Valley State University,Grand Valley State University,100
490,/m/03wv2g,571.726929,Mercer University,Mercer University,100
491,/m/03j8fq,382.251099,Grand View University,Grand View College,66
492,/m/05hgkc,487.480927,Winthrop University,Winthrop University,100
493,/m/03qzc6,676.614624,Southern Utah University,Southern Utah University,100
494,/m/03x95b,454.583252,Alma College,Alma College,100
495,/m/01_s9q,522.08728,Spelman College,Spelman College,100
496,/m/021d_g,667.799622,Jacksonville State University,Jacksonville State University,100
497,/m/0164_s,781.545532,University of North Carolina--Asheville,University of North Carolina at Asheville,89
498,/m/0bfmmm,511.129578,Albertus Magnus College,Albertus Magnus College,100
499,/m/02hscq,619.427063,University of North Alabama,University of North Alabama,100
500,/m/069vxk,408.328705,Huntingdon College,Huntingdon College,100
501,/m/02k597,267.891815,SUNY--Fredonia,State University of New York at Fredonia,57
502,/m/02tn09,414.562347,University of Dubuque,University of Dubuque,100
504,/m/01v7f3,616.871216,Evergreen State College,The Evergreen State College,100
505,/m/01r3rh,403.609436,Caldwell College,Caldwell College,100
506,/m/028jrm,464.521942,Guilford College,Guilford College,100
507,/m/032k8z,657.012512,University of Southern Maine,University of Southern Maine,100
508,/m/01sf82,709.483154,Murray State University,Murray State University,100
509,/m/038rkt,427.043304,Wartburg College,Wartburg College,100
