upstart_id	freebase_id	confidence
453	/m/034rrk	1.373
454	/m/02m979	1.2646
455	/m/01bm_	1.4429
456	/m/01qdhx	1.4063
457	/m/0325dj	1.3988
458	/m/04bnrc	1.4852
459	/m/029ffd	1.333
460	/m/03ct0t	1.3689
461	/m/047gcj	1.4173
462	/m/0clvs5s	1.299
463	/m/03lsxw	1.3681
464	/m/02t4yc	1.4958
465	/m/0lk9j	1.4768
466	/m/04ymwf	1.45
467	/m/05smk0	1.3603
468	/m/0p_88	1.425
469	/m/02cvcd	1.5669
470	/m/04m7y7	1.3483
471	/m/01_lm9	1.3755
472	/m/02fs_d	1.5047
473	/m/05sh1q	1.4201
474	/m/033w7d	1.5119
475	/m/03_vd1	1.4176
476	/m/050vch	1.4195
477	/m/02k58k	1.115
478	/m/03fpc4	1.1966
479	/m/05206m	1.434
480	/m/02q253	1.4152
481	/m/05d4w3	1.4408
482	/m/062syj	1.3398
483	/m/02zy1z	1.3788
484	/m/0386jx	1.4387
485	/m/03wy83	1.4263
486	/m/02ss0n	1.45
487	/m/0644g0	1.4188
488	/m/01qv9m	1.4638
489	/m/01p9s3	1.5281
490	/m/03wv2g	1.4132
491	/m/03j8fq	1.3207
492	/m/05hgkc	1.3772
493	/m/03qzc6	1.4497
494	/m/03x95b	1.3594
495	/m/01_s9q	1.3933
496	/m/021d_g	1.4478
497	/m/0164_s	1.4824
498	/m/0bfmmm	1.3859
499	/m/02hscq	1.4354
500	/m/069vxk	1.3364
501	/m/02k597	1.2423
502	/m/02tn09	1.3425
504	/m/01v7f3	1.43
505	/m/01r3rh	1.3365
506	/m/028jrm	1.3676
507	/m/032k8z	1.4443
508	/m/01sf82	1.4611
509	/m/038rkt	1.3519
510	/m/06wqzm	1.0026
511	/m/01bcxh	1.4476
512	/m/03km_f	1.4575
513	/m/02594s	1.5727
514	/m/04zjgd	1.5056
515	/m/051mmb	1.447
516	/m/067qy1	1.4192
517	/m/035h0v	1.3632
518	/m/02w25w	1.3511
519	/m/03x1s8	1.4581
520	/m/0b2n6	1.3686
521	/m/0131wy	1.3586
522	/m/06j66k	1.3979
523	/m/04bzll	1.3686
524	/m/01fp3w	1.4454
525	/m/03vbd2	1.4073
526	/m/03x1yn	1.4787
527	/m/017y6l	1.3162
528	/m/056pcb	1.3362
529	/m/049zxj	1.4706
530	/m/02hf_9	1.5308
531	/m/02k4vy	1.5389
532	/m/0ghvb	1.4774
533	/m/07bzm5	1.5499
534	/m/04mvgc	1.3685
535	/m/0718b	1.3437
536	/m/03gsyj	1.4858
537	/m/02hg0g	1.4211
538	/m/02hg0t	1.4329
539	/m/046gqv	1.1411
540	/m/02vs6r	1.1639
541	/m/02hg3b	1.541
542	/m/035fgg	1.4897
543	/m/02l8v_	1.4531
544	/m/01xssh	1.3461
545	/m/0573vv	1.552
546	/m/05w45b	1.5697
547	/m/052wq2	1.4871
548	/m/07w82	1.4144
549	/m/06n8yt	1.2229
550	/m/01fsv9	1.4617
551	/m/03x2gs	1.4788
552	/m/03x23q	1.4746
553	/m/024ps2	1.3636
555	/m/03b4j2	1.3593
558	/m/02dq8f	1.5123
560	/m/05r6g2	1.4334
563	/m/01bzw5	1.372
571	/m/06l32y	1.3822
574	/m/065r8g	1.5574
575	/m/08vg87	1.2954
576	/m/03ys0n	1.3993
577	/m/02gnrt	1.4049
578	/m/02y12s	1.4318
579	/m/052nd	1.5307
580	/m/02cvcd	1.5669
584	/m/06t577	1.4621
585	/m/037q_b	1.4421
587	/m/04zw6b	1.3374
590	/m/015fsv	1.5234
591	/m/02zk_8	1.5103
594	/m/02tm_m	1.4433
595	/m/0558_1	1.4587
596	/m/0323zy	1.4373
597	/m/0xxc	1.3901
598	/m/0gfvt	1.4117
599	/m/03yrx2	1.3648
600	/m/06zt8n7	1.4121
601	/m/0276ypf	1.3489
602	/m/05bwdk	1.3824
603	/m/0379z0	1.3739
604	/m/06b0j9	1.3539
605	/m/02p6pp	1.3461
606	/m/01ynz2	1.3711
607	/m/029l7j	1.378
608	/m/0clvnks	1.2447
609	/m/08sb5n	1.3233
610	/m/0810kg	1.4176
611	/m/0bqwwm	1.3187
612	/m/04mqmn	1.321
613	/m/05cljw	1.3022
614	/m/0277lfy	1.3629
615		0
616	/m/07f5b8	1.4055
617	/m/08d_bx	1.4186
618	/m/05ncd0	1.3892
619	/m/0b4zyp	1.4735
620	/m/027s_f	1.3808
621	/m/01z1zz	1.5149
622	/m/02dgq2	1.5048
623	/m/0bdjxk	1.4146
624	/m/041j50	1.4477
625	/m/0gbwh9	1.2961
626	/m/01q8bp	1.3137
627	/m/04yqs6	1.1532
628	/m/03rq29	1.4309
629	/m/0498r0	1.3856
630	/m/064qf86	1.271
631	/m/04rptf	1.3439
632	/m/01rgdw	1.483
633	/m/048nry	1.0854
634	/m/066pm6	0.9725
635	/m/05m3m3	1.3615
636	/m/0fckyk	1.3318
637	/m/09054g	1.3741
638	/m/03fxrx	1.4197
639	/m/0flwm0	1.3745
640	/m/05whf8	1.4746
641	/m/0bwb0h	1.3843
642	/m/01b7lc	1.5345
643	/m/066xpy	1.3642
644	/m/0clvlhl	1.3399
645	/m/041464t	1.3423
646	/m/08_21s	1.3742
647	/m/0clvtkx	1.3515
648	/m/01fk_g	1.3604
649	/m/04ybxt	1.3784
650	/m/0354p8	1.3574
651	/m/02183k	1.4364
652	/m/05ytbh	1.406
653	/m/01jj9t	1.3813
654	/m/045_qg	1.1565
655	/m/09r683	1.3424
656	/m/02zfm8	1.4995
657	/m/09lrq1	1.4139
658	/m/0bkw7t	1.3295
659	/m/0bybhz	1.3262
660	/m/0g1bgg	1.3347
661	/m/0clvq2y	1.3404
662	/m/03nbwm	1.3631
663	/m/05136r	1.4016
664	/m/08xlj4	1.3621
665	/m/0bycb2	1.3965
666	/m/071kzq	1.3397
